beds,price,number_of_reviews
1,400.00,0
2,115.00,78
1,250.00,1
2,150.00,3
1,75.00,6
5,624.00,12
5,550.00,2
5,225.00,12
1,200.00,1
2,205.00,38
1,200.00,1
1,150.00,36
3,135.00,135
2,135.00,140
2,315.00,22
1,119.00,57
1,75.00,113
1,143.00,1
2,125.00,140
2,265.00,27
1,64.00,0
3,450.00,1
2,200.00,27
1,150.00,48
2,150.00,2
1,115.00,51
4,225.00,83
4,300.00,5
1,135.00,3
1,160.00,145
3,245.00,89
1,85.00,2
1,200.00,7
1,90.00,21
1,135.00,92
1,175.00,9
5,550.00,0
1,64.00,3
2,150.00,13
1,105.00,220
1,100.00,10
1,85.00,20
1,100.00,20
1,70.00,11
2,150.00,92
1,175.00,18
1,185.00,6
2,140.00,84
5,500.00,1
1,220.00,11
1,85.00,28
2,129.00,50
4,349.00,3
1,185.00,17
2,220.00,14
4,250.00,57
4,700.00,0
4,350.00,21
1,76.00,93
2,125.00,2
2,150.00,4
1,58.00,0
3,155.00,32
1,59.00,39
3,95.00,252
2,300.00,0
3,300.00,0
1,159.00,38
2,189.00,10
1,65.00,1
1,140.00,62
1,75.00,14
1,165.00,100
4,300.00,2
2,120.00,147
1,135.00,4
1,70.00,2
4,259.00,39
3,1200.00,1
3,400.00,8
1,275.00,3
3,250.00,5
1,50.00,6
1,235.00,0
2,140.00,60
2,148.00,10
1,140.00,12
1,145.00,8
1,60.00,0
2,225.00,7
1,115.00,34
2,110.00,0
1,129.00,17
4,295.00,25
1,149.00,0
4,260.00,1
1,1050.00,2
3,249.00,25
4,347.00,27
1,150.00,2
7,800.00,6
4,300.00,0
1,100.00,112
1,59.00,1
4,250.00,4
1,79.00,17
3,450.00,1
3,200.00,0
1,90.00,35
3,188.00,19
1,125.00,106
1,170.00,0
1,135.00,49
2,160.00,16
2,195.00,41
2,220.00,83
4,245.00,6
2,167.00,159
1,156.00,33
1,88.00,2
1,100.00,0
3,195.00,20
2,75.00,40
2,180.00,1
1,60.00,9
2,225.00,20
1,120.00,86
2,135.00,23
1,84.00,24
1,118.00,21
1,125.00,2
3,238.00,3
1,90.00,4
2,158.00,100
2,145.00,4
3,196.00,6
2,1200.00,0
3,450.00,5
2,395.00,5
2,130.00,4
1,120.00,1
1,119.00,24
4,300.00,1
2,145.00,9
1,160.00,5
1,145.00,5
3,280.00,1
3,275.00,2
2,250.00,5
4,350.00,1
2,212.00,40
1,85.00,1
1,250.00,0
5,500.00,0
1,60.00,13
1,86.00,0
1,93.00,1
2,120.00,3
1,125.00,9
1,150.00,15
1,130.00,39
4,180.00,0
1,99.00,18
2,300.00,0
1,130.00,4
2,120.00,36
1,350.00,0
1,185.00,46
2,90.00,77
1,147.00,46
1,119.00,31
1,90.00,77
1,159.00,74
2,190.00,99
1,55.00,4
1,50.00,13
1,250.00,32
1,282.00,1
2,195.00,6
1,127.00,1
1,104.00,19
3,215.00,3
2,129.00,104
1,190.00,1
2,255.00,44
5,500.00,1
3,264.00,8
1,86.00,34
2,175.00,51
2,125.00,45
1,140.00,0
2,325.00,4
1,130.00,44
1,75.00,8
1,88.00,2
2,320.00,6
2,210.00,4
2,99.00,2
1,150.00,4
2,200.00,2
1,130.00,132
3,185.00,50
1,99.00,35
2,173.00,0
2,180.00,1
2,250.00,0
2,250.00,0
7,235.00,6
2,750.00,0
1,125.00,67
3,800.00,0
4,350.00,2
1,55.00,0
1,140.00,35
1,675.00,0
2,245.00,1
3,275.00,0
1,135.00,66
2,214.00,1
1,79.00,112
1,102.00,76
2,149.00,0
1,99.00,11
4,250.00,0
5,350.00,64
1,150.00,19
1,110.00,51
1,95.00,56
2,175.00,0
2,400.00,0
1,72.00,123
1,80.00,44
2,180.00,0
1,135.00,30
2,135.00,0
1,165.00,2
2,75.00,4
2,75.00,5
3,176.00,0
3,248.00,2
1,71.00,1
5,82.00,2
1,98.00,1
1,142.00,7
3,355.00,4
1,95.00,158
2,95.00,60
1,128.00,0
1,70.00,0
1,200.00,0
1,50.00,16
2,185.00,2
1,90.00,10
3,300.00,14
1,150.00,1
2,200.00,33
1,100.00,7
1,100.00,0
2,250.00,0
2,850.00,0
1,175.00,170
1,125.00,43
1,129.00,158
1,90.00,8
2,350.00,2
6,349.00,8
1,109.00,32
1,132.00,1
1,129.00,2
1,89.00,63
2,199.00,27
2,220.00,14
3,400.00,8
1,65.00,0
5,329.00,5
2,240.00,78
1,89.00,66
1,175.00,6
1,100.00,3
1,150.00,12
2,208.00,38
1,109.00,66
2,200.00,29
3,325.00,8
1,165.00,33
1,150.00,163
3,299.00,12
16,600.00,102
1,185.00,117
2,121.00,15
1,149.00,169
1,55.00,17
1,145.00,127
1,110.00,4
1,130.00,14
4,250.00,2
5,500.00,14
2,265.00,0
2,190.00,150
3,215.00,2
1,150.00,0
4,350.00,57
1,100.00,72
2,100.00,2
2,500.00,49
1,79.00,27
1,149.00,57
1,95.00,185
4,399.00,2
2,150.00,1
5,200.00,28
1,123.00,53
1,65.00,60
4,400.00,2
1,145.00,71
1,450.00,0
1,110.00,121
2,410.00,1
3,235.00,111
2,300.00,4
1,150.00,13
5,495.00,2
1,150.00,0
1,121.00,42
3,165.00,10
1,109.00,77
1,140.00,11
1,164.00,196
1,95.00,29
3,350.00,0
1,89.00,66
1,110.00,53
4,146.00,0
2,155.00,27
2,125.00,11
2,550.00,0
1,80.00,0
4,225.00,5
1,110.00,0
3,425.00,3
3,200.00,4
1,150.00,0
1,129.00,15
2,399.00,7
1,120.00,1
1,109.00,31
2,275.00,0
1,77.00,51
2,143.00,125
1,50.00,10
1,145.00,130
3,175.00,0
2,360.00,68
1,92.00,11
4,275.00,11
2,170.00,7
2,135.00,16
4,330.00,8
1,145.00,11
2,159.00,35
2,499.00,0
2,129.00,85
2,200.00,9
2,125.00,2
3,150.00,0
1,99.00,2
4,950.00,0
1,90.00,20
4,200.00,1
1,90.00,47
1,87.00,3
3,350.00,0
1,117.00,53
2,140.00,1
1,350.00,1
6,360.00,4
1,60.00,6
1,149.00,5
1,95.00,0
3,301.00,2
1,53.00,0
2,190.00,15
5,400.00,29
3,375.00,0
2,300.00,0
3,250.00,7
3,299.00,11
1,65.00,2
1,150.00,0
1,89.00,0
1,125.00,32
1,89.00,110
3,225.00,0
1,200.00,3
4,250.00,11
2,120.00,1
1,70.00,0
2,100.00,34
1,145.00,129
7,150.00,4
3,199.00,1
1,155.00,80
4,225.00,6
1,75.00,3
1,95.00,1
1,130.00,8
1,625.00,8
1,150.00,0
1,90.00,106
1,110.00,28
1,49.00,10
1,45.00,1
2,200.00,12
2,150.00,3
1,120.00,4
1,120.00,0
3,900.00,0
2,200.00,0
1,165.00,49
2,187.00,8
3,300.00,0
1,102.00,142
1,350.00,0
1,290.00,0
3,1000.00,0
1,70.00,0
2,350.00,11
2,135.00,72
2,90.00,109
1,135.00,0
2,130.00,0
2,260.00,0
1,200.00,2
2,299.00,0
4,275.00,78
2,129.00,102
2,149.00,259
2,250.00,22
2,135.00,62
2,160.00,19
2,195.00,37
5,301.00,7
1,165.00,8
1,125.00,6
1,100.00,1
3,155.00,2
3,350.00,0
2,140.00,13
1,195.00,28
1,80.00,23
1,130.00,22
1,100.00,1
1,90.00,6
1,95.00,15
1,87.00,0
1,350.00,0
1,70.00,0
1,79.00,54
2,250.00,2
2,150.00,4
2,250.00,1
1,245.00,1
3,114.00,1
2,300.00,1
2,179.00,5
1,100.00,0
1,265.00,1
2,200.00,0
1,122.00,4
2,600.00,0
2,100.00,32
2,179.00,1
1,65.00,1
2,150.00,0
3,225.00,16
2,300.00,3
2,250.00,0
2,250.00,0
1,229.00,1
2,320.00,5
1,225.00,1
1,110.00,3
1,300.00,0
2,179.00,1
2,250.00,1
1,250.00,4
1,206.00,15
2,152.00,3
,29.00,1
1,298.00,1
2,275.00,0
2,250.00,1
1,110.00,2
1,90.00,7
1,150.00,9
1,10000.00,0
1,110.00,4
1,122.00,2
1,145.00,2
1,67.00,1
1,275.00,3
1,800.00,0
1,250.00,4
1,22.00,0
1,169.00,26
1,295.00,0
1,19.00,0
1,210.00,2
1,117.00,1
1,325.00,0
1,420.00,1
1,565.00,1
2,128.00,2
1,275.00,4
1,137.00,9
1,123.00,1
2,179.00,5
2,179.00,2
2,179.00,3
2,179.00,4
1,300.00,0
1,250.00,2
1,500.00,0
1,289.00,3
5,1500.00,0
1,100.00,2
1,175.00,1
1,285.00,0
1,29.00,2
1,142.00,0
2,169.00,1
2,375.00,1
1,99.00,6
1,142.00,0
1,29.00,6
2,179.00,1
1,29.00,5
,29.00,5
1,285.00,0
2,175.00,2
2,375.00,0
2,250.00,2
2,265.00,1
2,275.00,1
1,95.00,116
1,179.00,7
2,187.00,0
1,90.00,3
2,297.00,2
2,187.00,0
1,99.00,1
2,29.00,10
1,90.00,8
1,122.00,2
2,350.00,0
1,265.00,0
1,245.00,3
2,250.00,1
1,80.00,4
1,165.00,3
1,275.00,0
2,250.00,0
2,500.00,0
1,55.00,0
2,179.00,4
1,122.00,6
2,149.00,13
1,99.00,0
,29.00,6
2,138.00,4
1,200.00,0
2,500.00,0
2,250.00,0
1,138.00,2
2,179.00,5
2,179.00,1
2,185.00,0
2,225.00,0
2,200.00,4
1,88.00,2
1,300.00,0
1,250.00,3
1,300.00,1
1,165.00,0
2,349.00,59
1,129.00,0
1,259.00,7
3,220.00,30
1,265.00,2
2,650.00,0
1,85.00,5
1,36.00,0
1,39.00,0
1,100.00,1
1,250.00,2
1,94.00,3
2,300.00,0
1,70.00,1
1,122.00,2
1,265.00,0
2,189.00,0
1,115.00,0
1,228.00,1
1,350.00,0
1,109.00,3
2,215.00,1
2,195.00,3
1,350.00,1
1,120.00,0
2,124.00,0
1,250.00,1
1,95.00,74
3,260.00,0
2,99.00,60
1,185.00,0
1,55.00,4
3,1350.00,0
2,425.00,2
1,300.00,2
1,195.00,24
4,38.00,145
1,150.00,0
2,250.00,9
2,295.00,5
4,38.00,37
2,390.00,6
1,69.00,24
1,180.00,1
1,525.00,0
1,85.00,19
1,300.00,17
1,67.00,19
1,150.00,34
4,38.00,82
4,38.00,115
1,800.00,1
2,330.00,162
1,250.00,1
1,198.00,5
2,83.00,23
2,229.00,69
4,38.00,103
2,350.00,1
1,150.00,4
2,159.00,20
1,69.00,36
2,625.00,27
1,185.00,76
1,55.00,4
2,246.00,55
3,175.00,12
1,650.00,0
1,195.00,15
1,135.00,1
4,38.00,76
1,133.00,5
2,181.00,8
1,89.00,0
1,255.00,3
2,243.00,55
2,250.00,5
2,170.00,0
1,60.00,1
1,171.00,42
3,369.00,15
3,310.00,19
1,400.00,12
1,175.00,41
4,350.00,1
2,300.00,11
3,1450.00,0
1,350.00,24
3,300.00,0
5,125.00,25
2,300.00,3
2,250.00,0
2,250.00,0
1,75.00,87
1,95.00,2
2,350.00,3
2,235.00,15
2,385.00,18
1,73.00,4
1,90.00,99
1,100.00,0
1,104.00,26
1,110.00,0
2,325.00,0
1,200.00,3
2,425.00,32
1,160.00,14
1,98.00,0
1,50.00,0
1,100.00,2
1,95.00,11
4,275.00,1
7,150.00,7
3,625.00,0
2,575.00,2
1,95.00,8
4,38.00,100
1,199.00,42
1,95.00,16
2,250.00,3
1,250.00,13
1,175.00,0
1,200.00,59
1,300.00,25
1,200.00,3
3,465.00,34
2,399.00,0
2,1400.00,0
4,38.00,89
1,149.00,11
3,400.00,14
1,189.00,0
4,38.00,142
1,95.00,35
2,268.00,12
2,600.00,0
2,195.00,1
1,99.00,3
1,89.00,0
2,175.00,5
1,300.00,0
1,85.00,54
1,84.00,0
3,200.00,16
1,175.00,28
2,550.00,1
2,298.00,17
2,140.00,3
2,350.00,11
1,215.00,128
4,38.00,70
4,125.00,9
2,300.00,0
2,97.00,2
2,114.00,8
1,65.00,2
1,165.00,7
2,99.00,34
1,183.00,18
1,55.00,3
2,550.00,4
1,106.00,0
2,350.00,24
2,184.00,77
1,95.00,33
4,38.00,53
3,250.00,0
3,525.00,0
3,208.00,42
2,500.00,0
1,175.00,77
1,148.00,0
5,650.00,8
2,179.00,0
1,195.00,17
2,83.00,38
1,140.00,26
2,215.00,64
1,95.00,3
2,225.00,31
1,85.00,70
4,38.00,69
2,450.00,16
3,999.00,71
3,550.00,19
2,9999.00,0
1,600.00,8
1,150.00,5
1,400.00,0
1,300.00,4
2,200.00,92
2,900.00,1
1,75.00,58
2,250.00,0
3,799.00,42
3,350.00,0
2,1400.00,0
1,150.00,18
1,319.00,0
4,1500.00,0
1,350.00,0
1,149.00,15
2,120.00,2
1,175.00,92
1,95.00,49
2,600.00,13
1,105.00,145
1,250.00,12
5,800.00,0
7,1500.00,1
1,70.00,0
3,699.00,0
2,400.00,0
2,225.00,0
1,150.00,0
2,145.00,6
1,129.00,25
1,200.00,0
1,245.00,3
3,209.00,3
2,375.00,3
1,85.00,0
1,275.00,17
1,95.00,3
2,325.00,32
2,175.00,1
1,98.00,133
1,200.00,7
1,200.00,0
1,300.00,24
1,300.00,2
2,190.00,18
1,125.00,5
2,1100.00,0
1,200.00,93
1,85.00,8
2,345.00,1
1,125.00,0
1,100.00,10
1,185.00,13
1,190.00,16
3,450.00,1
1,200.00,0
1,250.00,0
1,119.00,25
1,95.00,29
2,425.00,3
5,600.00,18
1,75.00,0
1,95.00,0
1,53.00,2
1,169.00,42
1,71.00,1
1,129.00,20
1,200.00,2
1,150.00,0
2,225.00,0
2,188.00,7
1,70.00,0
1,125.00,44
3,360.00,0
1,120.00,29
1,155.00,80
1,90.00,1
1,120.00,10
1,110.00,4
1,130.00,0
1,95.00,1
3,425.00,1
1,129.00,32
1,175.00,3
2,200.00,21
1,180.00,3
3,167.00,14
1,60.00,0
2,375.00,1
1,225.00,9
1,169.00,197
1,60.00,1
1,100.00,6
1,109.00,24
2,1100.00,0
1,150.00,2
2,159.00,16
1,99.00,1
1,333.00,1
1,100.00,5
1,100.00,0
1,400.00,0
2,210.00,0
2,235.00,0
1,130.00,40
1,119.00,36
2,130.00,52
3,345.00,19
1,80.00,14
1,145.00,0
1,140.00,1
1,99.00,156
2,750.00,3
1,139.00,0
1,160.00,3
2,199.00,3
3,300.00,0
2,259.00,144
1,100.00,1
1,95.00,0
2,250.00,5
1,120.00,2
2,600.00,0
1,199.00,73
1,149.00,10
2,299.00,0
1,195.00,4
1,85.00,178
1,400.00,0
1,150.00,2
1,60.00,27
1,95.00,185
4,499.00,15
1,220.00,4
1,150.00,6
1,87.00,1
1,175.00,7
1,90.00,20
3,258.00,2
2,200.00,0
1,140.00,54
2,320.00,1
2,250.00,0
1,125.00,3
1,79.00,42
1,80.00,0
1,127.00,0
1,149.00,12
2,173.00,3
2,300.00,0
1,200.00,4
1,250.00,1
1,182.00,11
1,145.00,37
1,70.00,0
1,500.00,0
1,300.00,0
3,250.00,12
2,160.00,37
1,130.00,164
4,495.00,5
1,150.00,1
1,180.00,1
1,140.00,0
1,155.00,22
1,185.00,2
1,80.00,5
1,65.00,11
1,200.00,2
1,115.00,1
3,399.00,2
3,800.00,20
4,995.00,46
2,170.00,1
1,218.00,14
1,70.00,18
1,135.00,0
1,185.00,3
1,79.00,123
6,1199.00,11
1,225.00,91
3,2250.00,0
1,400.00,0
3,750.00,6
2,130.00,28
1,160.00,3
2,325.00,7
1,57.00,1
3,365.00,41
1,135.00,23
1,165.00,16
1,104.00,1
3,1000.00,0
1,155.00,22
2,350.00,8
1,73.00,1
1,69.00,0
1,205.00,15
3,700.00,12
2,199.00,78
3,900.00,0
2,240.00,40
1,240.00,4
1,75.00,7
1,200.00,0
1,170.00,8
1,139.00,105
1,70.00,1
2,197.00,120
1,600.00,0
1,219.00,2
2,369.00,46
1,300.00,42
1,100.00,10
1,110.00,5
1,130.00,17
1,169.00,13
1,120.00,14
1,70.00,3
1,200.00,1
2,300.00,2
2,600.00,0
1,140.00,4
2,120.00,48
1,500.00,0
1,129.00,0
1,199.00,7
1,85.00,0
1,90.00,7
2,90.00,0
1,250.00,0
4,550.00,2
3,199.00,52
1,79.00,75
1,210.00,20
2,210.00,13
1,142.00,7
1,100.00,4
4,270.00,60
1,220.00,3
1,400.00,8
1,150.00,0
2,90.00,3
1,145.00,55
1,129.00,159
1,70.00,4
2,395.00,0
1,140.00,1
2,255.00,4
2,150.00,15
1,120.00,30
1,199.00,5
1,125.00,1
1,120.00,28
1,70.00,4
1,185.00,3
2,90.00,0
1,350.00,7
1,99.00,2
1,150.00,0
1,499.00,0
2,229.00,88
1,170.00,1
2,375.00,0
2,300.00,1
1,120.00,17
1,100.00,1
1,100.00,4
2,250.00,0
1,200.00,32
1,111.00,2
1,270.00,0
1,125.00,1
1,298.00,5
1,82.00,2
1,145.00,5
1,175.00,32
1,77.00,1
1,320.00,2
1,120.00,9
1,150.00,2
1,130.00,8
2,300.00,0
1,195.00,7
1,190.00,20
1,106.00,49
1,125.00,51
1,100.00,0
1,89.00,1
2,199.00,5
2,250.00,0
1,75.00,2
3,1500.00,0
1,99.00,23
2,240.00,2
2,175.00,3
1,166.00,33
1,175.00,53
1,89.00,0
4,700.00,7
1,800.00,0
1,70.00,0
1,150.00,87
1,265.00,1
2,500.00,1
4,550.00,136
1,140.00,72
1,299.00,0
1,120.00,0
1,80.00,10
1,140.00,38
1,100.00,2
1,120.00,0
4,2699.00,0
1,100.00,5
1,359.00,1
1,119.00,0
1,195.00,5
1,105.00,1
1,120.00,11
2,150.00,26
2,95.00,53
1,180.00,3
1,275.00,4
1,175.00,0
1,99.00,0
1,200.00,2
1,1000.00,0
4,350.00,42
1,215.00,1
1,120.00,1
2,200.00,12
3,499.00,16
1,85.00,9
1,150.00,25
2,219.00,40
1,289.00,1
2,260.00,0
1,115.00,2
2,250.00,12
1,175.00,49
2,160.00,12
2,180.00,0
1,125.00,0
1,195.00,0
3,389.00,9
1,150.00,4
1,100.00,0
1,300.00,0
1,100.00,1
2,85.00,1
1,138.00,140
1,200.00,0
1,70.00,19
5,590.00,0
3,199.00,85
1,155.00,245
1,480.00,2
1,99.00,2
5,450.00,4
1,99.00,43
1,150.00,0
2,80.00,24
1,54.00,0
1,400.00,4
4,350.00,0
7,550.00,6
2,289.00,19
1,150.00,0
2,100.00,3
1,125.00,75
1,120.00,17
2,295.00,5
4,99.00,65
2,230.00,6
4,160.00,19
1,55.00,22
3,215.00,38
1,125.00,3
1,75.00,1
2,179.00,81
1,98.00,58
1,65.00,101
1,90.00,35
1,55.00,46
5,200.00,49
1,209.00,3
3,295.00,9
2,300.00,23
1,190.00,13
1,65.00,15
1,99.00,76
1,120.00,8
1,62.00,52
2,67.00,75
2,175.00,4
2,135.00,124
3,160.00,231
1,65.00,5
2,100.00,0
1,50.00,0
1,125.00,33
1,100.00,26
1,40.00,0
1,80.00,3
1,75.00,1
1,155.00,86
5,200.00,54
2,147.00,17
1,129.00,1
4,350.00,0
1,75.00,1
1,47.00,37
1,225.00,1
4,299.00,66
1,120.00,26
1,58.00,19
4,250.00,1
2,150.00,2
3,300.00,99
4,60.00,24
1,130.00,0
1,135.00,49
1,80.00,0
1,70.00,0
1,120.00,57
2,40.00,0
1,32.00,5
1,109.00,52
1,77.00,17
3,299.00,3
3,160.00,18
1,80.00,216
4,950.00,0
1,109.00,9
1,99.00,48
1,70.00,49
1,130.00,93
2,160.00,22
1,97.00,135
1,32.00,2
1,145.00,2
2,300.00,8
1,81.00,22
1,425.00,1
3,190.00,2
1,85.00,88
3,1100.00,0
2,169.00,1
2,350.00,0
1,89.00,2
2,109.00,69
1,90.00,0
5,495.00,40
2,161.00,15
1,150.00,82
2,140.00,142
3,295.00,80
2,75.00,22
2,300.00,9
1,65.00,2
1,125.00,41
1,100.00,2
1,69.00,4
3,250.00,71
1,190.00,23
1,199.00,2
1,130.00,0
3,150.00,5
2,300.00,22
1,140.00,36
1,89.00,2
1,159.00,129
1,70.00,31
4,225.00,14
4,320.00,19
3,275.00,37
2,220.00,3
7,520.00,11
1,80.00,0
2,200.00,3
1,90.00,1
2,165.00,5
2,130.00,106
1,60.00,98
4,250.00,5
3,135.00,37
1,89.00,0
1,99.00,40
2,275.00,41
1,89.00,9
2,100.00,1
2,215.00,13
1,79.00,3
2,175.00,44
3,180.00,42
2,100.00,188
1,88.00,26
3,600.00,0
2,128.00,1
6,300.00,9
1,100.00,31
2,139.00,2
1,60.00,21
1,125.00,4
2,72.00,110
1,47.00,38
1,105.00,39
1,75.00,54
1,148.00,1
3,145.00,140
1,80.00,1
2,130.00,26
1,89.00,14
1,150.00,1
2,180.00,5
1,153.00,292
1,120.00,1
3,84.00,80
5,149.00,10
2,118.00,0
1,80.00,27
2,275.00,7
1,200.00,0
1,99.00,258
1,99.00,135
1,129.00,9
1,99.00,11
1,96.00,0
4,395.00,3
1,85.00,2
2,180.00,0
1,100.00,0
1,135.00,50
1,39.00,19
2,189.00,2
3,345.00,18
1,72.00,0
1,90.00,77
,185.00,1
1,91.00,138
1,89.00,63
4,195.00,111
1,100.00,11
3,75.00,135
2,95.00,45
3,190.00,149
2,70.00,0
1,89.00,11
1,139.00,14
3,189.00,57
1,120.00,0
1,72.00,0
1,75.00,0
2,140.00,48
1,45.00,26
1,38.00,6
1,89.00,9
1,40.00,21
2,179.00,34
2,75.00,32
2,191.00,38
1,200.00,48
1,108.00,0
1,150.00,36
2,129.00,260
2,240.00,6
1,69.00,14
1,125.00,4
1,95.00,18
1,45.00,5
4,199.00,71
1,79.00,1
2,200.00,0
2,85.00,36
2,175.00,2
1,63.00,29
1,125.00,41
3,200.00,0
4,265.00,125
1,250.00,51
5,150.00,0
1,43.00,10
1,99.00,77
2,149.00,0
1,89.00,24
5,190.00,95
2,240.00,25
2,75.00,43
4,415.00,4
1,120.00,26
6,70.00,23
3,199.00,44
1,79.00,12
1,95.00,0
3,281.00,33
2,225.00,18
5,375.00,0
2,150.00,15
4,950.00,1
1,43.00,23
1,275.00,0
2,550.00,23
1,65.00,1
1,297.00,7
1,255.00,25
1,75.00,1
2,450.00,4
1,350.00,9
1,125.00,29
1,120.00,10
2,365.00,17
1,245.00,19
1,195.00,42
2,115.00,17
1,160.00,73
1,105.00,1
2,240.00,10
1,120.00,0
5,1300.00,3
4,300.00,0
2,650.00,1
3,335.00,41
1,100.00,2
4,400.00,9
1,295.00,168
1,98.00,81
2,179.00,2
4,350.00,2
1,200.00,0
1,225.00,64
1,110.00,48
2,300.00,0
1,95.00,81
2,99.00,0
1,115.00,44
1,90.00,12
1,99.00,2
1,165.00,40
3,350.00,59
1,200.00,0
2,295.00,16
1,99.00,42
1,250.00,33
1,112.00,16
1,125.00,5
1,107.00,40
3,300.00,3
2,225.00,51
1,150.00,0
1,150.00,21
1,140.00,0
1,109.00,82
1,90.00,1
1,155.00,8
1,300.00,1
2,500.00,4
1,90.00,4
1,100.00,171
3,199.00,24
2,259.00,6
2,125.00,56
2,300.00,7
1,150.00,12
8,244.00,33
5,700.00,15
2,100.00,3
2,750.00,0
2,200.00,0
2,500.00,0
1,150.00,1
16,8500.00,0
1,150.00,0
1,130.00,15
1,55.00,1
1,110.00,42
2,175.00,10
1,99.00,0
1,200.00,5
1,130.00,4
1,150.00,8
1,99.00,0
1,130.00,16
1,185.00,107
3,500.00,2
2,390.00,24
1,183.00,0
1,115.00,101
2,200.00,0
1,170.00,0
1,75.00,3
4,180.00,6
1,98.00,10
2,350.00,1
3,500.00,13
1,150.00,0
1,69.00,0
5,300.00,3
5,425.00,34
1,195.00,0
2,350.00,31
2,1000.00,0
2,249.00,73
1,175.00,14
2,310.00,18
1,160.00,67
1,215.00,14
1,140.00,5
2,200.00,8
1,200.00,3
1,90.00,0
1,25.00,0
3,425.00,59
1,150.00,26
4,950.00,0
1,86.00,23
1,265.00,46
9,3050.00,0
3,350.00,160
1,70.00,2
1,70.00,9
1,200.00,39
3,450.00,85
2,190.00,5
1,80.00,8
1,145.00,7
1,185.00,16
1,133.00,60
3,500.00,0
1,125.00,39
1,190.00,0
2,300.00,35
2,250.00,111
1,100.00,1
1,89.00,37
1,115.00,6
1,75.00,3
1,200.00,0
1,179.00,1
1,150.00,1
2,275.00,3
4,225.00,4
1,140.00,7
2,295.00,19
1,400.00,0
1,249.00,2
2,300.00,0
2,400.00,27
3,252.00,69
1,120.00,7
1,108.00,13
1,71.00,0
1,185.00,0
2,130.00,8
2,150.00,109
1,175.00,2
1,500.00,0
2,153.00,24
1,149.00,0
1,150.00,0
1,160.00,19
1,129.00,25
3,269.00,2
1,134.00,107
1,95.00,3
1,80.00,0
3,750.00,1
3,225.00,9
3,500.00,93
4,135.00,71
1,300.00,3
1,70.00,0
3,250.00,18
3,415.00,0
1,125.00,106
1,100.00,0
1,165.00,71
1,80.00,61
1,110.00,1
4,7500.00,0
1,95.00,0
1,120.00,6
1,120.00,18
2,400.00,0
1,95.00,22
1,350.00,0
1,184.00,50
1,250.00,1
1,145.00,0
1,125.00,0
1,125.00,2
2,175.00,3
2,129.00,1
2,89.00,10
4,235.00,4
2,250.00,54
2,145.00,89
2,120.00,2
1,73.00,0
2,125.00,241
2,175.00,62
1,170.00,2
1,99.00,25
2,400.00,0
1,70.00,0
2,145.00,156
1,150.00,0
1,220.00,0
1,83.00,40
1,80.00,0
1,100.00,0
5,348.00,3
1,200.00,2
1,119.00,36
1,95.00,24
4,850.00,0
1,170.00,6
1,78.00,3
3,150.00,18
4,165.00,0
1,110.00,0
1,110.00,9
1,250.00,0
1,100.00,0
1,800.00,0
5,550.00,0
4,2250.00,0
1,75.00,2
1,150.00,0
1,220.00,0
1,999.00,0
1,150.00,10
1,60.00,0
2,220.00,43
2,300.00,13
5,499.00,84
1,229.00,84
1,250.00,0
5,750.00,118
1,99.00,0
1,125.00,68
1,100.00,0
1,150.00,0
1,85.00,2
1,90.00,1
1,299.00,1
1,59.00,1
1,125.00,1
1,65.00,0
2,175.00,16
1,250.00,5
2,250.00,3
1,200.00,14
1,115.00,2
1,199.00,39
1,140.00,23
1,100.00,1
4,800.00,45
1,148.00,11
1,900.00,0
1,141.00,87
1,100.00,2
2,275.00,7
2,165.00,109
1,109.00,0
2,300.00,0
4,100.00,3
1,425.00,6
2,1000.00,0
4,300.00,2
1,90.00,93
1,110.00,86
1,225.00,0
1,58.00,1
1,100.00,0
1,80.00,3
1,120.00,10
1,178.00,19
4,395.00,7
1,175.00,12
1,110.00,22
4,700.00,0
1,80.00,7
1,500.00,0
2,650.00,0
1,139.00,1
1,98.00,23
1,140.00,0
1,85.00,3
1,56.00,3
2,197.00,1
4,224.00,31
1,100.00,1
1,65.00,0
1,170.00,21
3,480.00,28
4,365.00,195
1,170.00,9
1,95.00,4
2,195.00,7
3,350.00,23
1,132.00,6
1,79.00,40
1,175.00,136
1,80.00,9
2,110.00,15
1,80.00,3
1,200.00,1
2,119.00,15
2,280.00,12
1,165.00,6
2,700.00,0
1,180.00,0
1,160.00,0
1,62.00,3
1,130.00,19
1,185.00,60
1,229.00,1
3,395.00,3
1,155.00,0
2,175.00,6
2,175.00,64
4,367.00,0
1,210.00,48
1,88.00,3
1,98.00,54
1,110.00,250
2,265.00,122
1,100.00,0
2,150.00,53
1,99.00,1
1,200.00,0
2,399.00,20
3,325.00,47
2,160.00,4
1,155.00,162
1,110.00,293
2,220.00,0
1,125.00,146
1,70.00,15
1,360.00,26
1,185.00,11
1,150.00,58
2,160.00,2
1,150.00,60
3,600.00,0
1,79.00,9
2,200.00,5
3,1230.00,1
2,150.00,48
1,70.00,1
1,300.00,0
1,90.00,29
,70.00,1
1,115.00,13
4,900.00,2
7,350.00,22
1,102.00,98
3,250.00,0
2,250.00,0
1,200.00,0
2,249.00,4
5,1000.00,0
3,350.00,0
5,299.00,33
2,550.00,3
1,80.00,50
1,200.00,0
1,120.00,1
2,99.00,94
1,320.00,1
1,95.00,0
2,300.00,6
1,150.00,131
