beds,price,number_of_reviews
2,430.00,0
5,405.00,0
1,230.00,26
1,135.00,38
1,325.00,0
3,600.00,1
3,1850.00,5
1,350.00,1
2,1099.00,2
1,500.00,0
1,150.00,2
2,400.00,1
1,188.00,0
3,275.00,2
2,275.00,0
1,220.00,0
2,150.00,3
4,588.00,13
2,750.00,7
1,115.00,39
1,300.00,1
1,1000.00,0
3,250.00,16
2,400.00,3
1,99.00,114
4,500.00,5
1,550.00,0
3,549.00,17
4,500.00,0
3,193.00,2
1,125.00,2
1,147.00,15
1,150.00,5
2,212.00,3
1,150.00,0
2,119.00,53
1,360.00,8
,74.00,0
1,145.00,7
1,139.00,98
1,80.00,14
1,80.00,2
1,100.00,8
1,150.00,11
1,220.00,2
2,135.00,35
2,250.00,0
1,175.00,1
2,450.00,0
1,80.00,0
3,1500.00,0
1,165.00,107
3,335.00,1
1,275.00,0
5,775.00,1
1,150.00,1
1,125.00,10
1,130.00,18
1,650.00,0
1,225.00,32
1,259.00,2
1,110.00,2
2,250.00,2
2,350.00,0
3,1250.00,3
1,99.00,12
4,3000.00,0
1,99.00,40
1,109.00,99
2,250.00,10
2,500.00,2
1,250.00,0
2,250.00,115
1,250.00,5
2,700.00,0
2,450.00,10
2,220.00,0
1,192.00,2
1,400.00,1
3,399.00,5
1,285.00,10
4,92.00,0
1,200.00,33
2,250.00,0
3,320.00,2
2,225.00,3
2,298.00,8
1,150.00,0
2,250.00,0
2,70.00,56
1,75.00,8
2,600.00,22
1,140.00,1
1,104.00,0
1,153.00,8
2,275.00,4
1,120.00,5
2,260.00,3
1,82.00,65
1,100.00,0
1,120.00,12
1,120.00,1
2,170.00,89
1,200.00,0
1,196.00,48
2,250.00,2
2,200.00,8
2,275.00,22
1,45.00,5
1,2000.00,0
1,200.00,0
2,450.00,0
1,200.00,18
2,800.00,0
2,400.00,0
1,195.00,129
1,165.00,6
2,190.00,2
1,349.00,0
1,122.00,8
1,100.00,7
2,285.00,1
3,195.00,5
3,375.00,55
1,190.00,1
1,185.00,28
1,92.00,10
3,500.00,1
2,74.00,1
2,375.00,49
5,750.00,7
,45.00,1
5,4000.00,0
2,125.00,48
1,250.00,0
1,119.00,107
2,250.00,41
3,170.00,18
1,5000.00,0
1,100.00,0
6,340.00,20
1,120.00,6
1,140.00,5
2,400.00,0
1,100.00,8
3,800.00,8
1,135.00,188
3,350.00,3
4,400.00,7
2,345.00,0
1,119.00,1
5,250.00,6
1,83.00,9
3,390.00,43
1,140.00,47
6,475.00,5
2,225.00,21
3,600.00,0
2,395.00,14
1,90.00,1
1,245.00,51
1,200.00,192
1,135.00,79
,117.00,5
2,200.00,26
1,105.00,9
2,199.00,21
1,150.00,3
1,201.00,5
2,360.00,12
1,125.00,21
1,155.00,66
2,150.00,9
1,110.00,6
1,150.00,3
1,110.00,121
2,225.00,35
1,170.00,10
1,159.00,36
1,105.00,56
1,195.00,10
2,300.00,37
1,79.00,152
3,250.00,4
3,270.00,1
2,155.00,1
1,110.00,5
1,55.00,2
1,175.00,3
1,150.00,0
2,325.00,7
1,175.00,3
1,79.00,76
1,159.00,1
3,499.00,0
4,190.00,6
3,76.00,0
4,700.00,19
1,120.00,1
1,250.00,145
1,275.00,39
3,245.00,77
2,395.00,0
2,250.00,70
3,230.00,1
1,135.00,42
1,85.00,106
1,120.00,37
1,125.00,60
1,130.00,1
2,350.00,3
4,400.00,11
1,185.00,51
1,150.00,28
2,215.00,1
1,170.00,1
1,150.00,92
1,205.00,20
2,195.00,47
3,920.00,0
2,300.00,0
2,160.00,5
1,195.00,0
2,320.00,51
3,350.00,6
1,89.00,130
2,140.00,8
2,185.00,6
3,299.00,5
2,248.00,0
2,250.00,2
1,65.00,85
4,400.00,2
2,425.00,7
1,170.00,7
5,2000.00,0
2,275.00,3
1,155.00,35
2,275.00,0
2,400.00,0
2,199.00,72
1,100.00,18
1,200.00,46
1,150.00,11
2,245.00,8
1,249.00,88
1,119.00,10
6,350.00,12
3,165.00,98
1,139.00,60
2,129.00,44
1,250.00,0
2,450.00,9
2,220.00,27
2,150.00,0
3,2800.00,0
2,349.00,26
1,99.00,1
4,375.00,14
1,275.00,32
1,135.00,52
1,168.00,31
3,249.00,57
1,109.00,63
2,200.00,9
1,300.00,1
1,115.00,251
1,125.00,73
1,150.00,6
1,120.00,22
1,72.00,19
1,165.00,78
1,145.00,8
2,200.00,14
2,170.00,146
1,149.00,107
3,375.00,2
1,75.00,1
1,105.00,6
2,290.00,22
1,125.00,1
1,140.00,8
1,156.00,8
1,125.00,77
1,225.00,3
1,110.00,0
1,300.00,28
3,229.00,35
1,145.00,1
1,79.00,0
2,495.00,0
2,220.00,6
2,445.00,26
1,160.00,3
1,175.00,6
1,99.00,10
1,150.00,0
1,250.00,0
5,556.00,5
3,400.00,2
1,299.00,0
1,160.00,0
1,190.00,1
5,295.00,211
4,299.00,11
1,224.00,0
3,300.00,22
3,250.00,6
3,595.00,2
1,125.00,42
2,225.00,37
1,200.00,0
1,146.00,40
2,175.00,11
5,575.00,12
3,295.00,27
2,140.00,137
2,229.00,73
1,200.00,1
3,150.00,8
1,200.00,0
3,175.00,204
1,180.00,199
4,225.00,1
1,200.00,9
1,85.00,104
2,400.00,0
2,125.00,13
1,99.00,9
2,675.00,0
3,269.00,5
1,48.00,14
1,185.00,5
1,119.00,38
4,321.00,41
1,150.00,3
2,249.00,1
1,75.00,1
1,10.00,0
1,91.00,10
1,50.00,0
1,95.00,22
1,100.00,4
1,150.00,11
1,80.00,11
3,500.00,27
1,76.00,68
1,265.00,26
1,117.00,2
3,265.00,81
2,450.00,0
4,370.00,3
1,225.00,32
2,150.00,22
1,105.00,13
1,250.00,0
2,175.00,53
1,145.00,53
3,145.00,58
1,135.00,11
2,265.00,10
1,88.00,14
2,750.00,0
3,1270.00,0
1,225.00,4
1,175.00,5
4,490.00,64
2,155.00,0
1,225.00,15
3,269.00,42
2,179.00,198
1,155.00,34
2,700.00,0
1,200.00,0
1,70.00,80
3,399.00,148
3,271.00,59
1,160.00,9
1,100.00,27
2,275.00,21
2,200.00,157
6,531.00,77
5,325.00,4
5,350.00,42
2,225.00,145
1,165.00,68
3,275.00,15
3,300.00,45
3,250.00,1
5,247.00,3
3,900.00,1
1,100.00,0
2,350.00,4
1,84.00,7
3,350.00,1
4,480.00,16
5,650.00,3
3,350.00,23
1,119.00,37
1,110.00,2
1,69.00,0
1,200.00,0
2,250.00,3
4,250.00,19
1,300.00,0
2,189.00,6
3,350.00,13
2,168.00,13
1,94.00,0
1,180.00,4
1,100.00,33
1,135.00,108
3,165.00,121
1,95.00,1
1,125.00,162
1,100.00,126
4,199.00,0
1,105.00,41
1,145.00,52
2,200.00,91
1,99.00,1
1,130.00,0
2,125.00,20
3,260.00,6
3,2000.00,2
4,1100.00,7
1,150.00,12
1,100.00,36
1,150.00,1
2,295.00,4
2,350.00,2
1,100.00,35
1,100.00,103
2,275.00,26
2,100.00,19
1,139.00,151
1,80.00,6
1,190.00,4
1,84.00,9
1,176.00,1
1,95.00,376
3,595.00,15
2,163.00,16
5,1000.00,14
3,189.00,17
1,175.00,30
1,58.00,0
1,95.00,0
1,79.00,9
3,270.00,1
4,299.00,13
5,947.00,5
1,500.00,0
3,750.00,1
2,180.00,75
4,195.00,3
4,700.00,15
3,450.00,27
1,145.00,98
4,1024.00,0
1,90.00,59
2,225.00,4
1,90.00,4
1,130.00,136
1,99.00,19
1,140.00,2
1,100.00,4
4,400.00,2
6,500.00,28
1,90.00,2
1,215.00,24
1,99.00,339
1,100.00,0
1,90.00,3
1,99.00,19
3,25.00,58
1,200.00,1
2,219.00,1
3,350.00,5
1,175.00,2
2,1500.00,0
1,119.00,0
1,120.00,19
4,199.00,34
2,400.00,0
1,250.00,1
3,50.00,2
1,180.00,15
3,275.00,0
2,300.00,0
3,690.00,0
1,185.00,18
1,125.00,0
1,108.00,42
3,987.00,2
1,85.00,54
1,110.00,13
2,119.00,106
1,175.00,20
3,105.00,2
3,200.00,13
1,115.00,163
1,200.00,0
1,59.00,6
3,600.00,43
1,112.00,142
2,120.00,7
4,2000.00,0
2,130.00,2
1,105.00,13
1,138.00,12
1,80.00,3
1,120.00,3
1,110.00,6
1,199.00,2
2,200.00,24
3,300.00,26
6,625.00,77
2,169.00,7
1,200.00,10
3,700.00,0
3,190.00,7
1,130.00,11
3,250.00,4
2,199.00,11
1,250.00,4
3,425.00,74
4,150.00,0
2,100.00,0
1,139.00,34
3,229.00,20
1,139.00,17
1,63.00,0
2,130.00,1
4,450.00,10
3,175.00,4
1,65.00,3
1,165.00,5
2,275.00,7
1,165.00,13
1,75.00,0
2,149.00,5
1,100.00,0
6,700.00,67
2,325.00,6
1,99.00,1
2,375.00,19
3,115.00,0
3,250.00,26
4,400.00,0
1,90.00,1
3,414.00,2
1,105.00,174
2,125.00,1
1,200.00,3
3,300.00,1
2,199.00,7
1,85.00,5
1,104.00,10
1,98.00,0
2,189.00,31
3,200.00,11
1,80.00,7
4,211.00,31
2,99.00,122
2,175.00,1
3,189.00,35
3,350.00,13
1,485.00,0
4,550.00,6
3,135.00,26
4,400.00,0
2,2500.00,0
3,275.00,24
1,140.00,1
1,200.00,1
1,130.00,1
2,140.00,2
2,171.00,34
1,189.00,173
1,185.00,83
2,325.00,12
1,130.00,30
1,100.00,182
4,340.00,3
1,75.00,15
3,88.00,273
1,85.00,5
1,125.00,16
1,145.00,56
1,99.00,104
1,110.00,1
6,500.00,8
1,105.00,34
1,85.00,2
2,150.00,3
3,300.00,0
1,50.00,0
1,400.00,0
1,75.00,4
3,77.00,278
3,210.00,3
1,150.00,25
2,177.00,158
4,385.00,0
8,1500.00,1
2,150.00,15
1,46.00,1
1,85.00,101
1,155.00,140
1,105.00,0
2,227.00,12
1,400.00,0
2,275.00,0
2,250.00,2
1,140.00,15
1,129.00,47
1,200.00,0
1,70.00,30
2,99.00,109
2,129.00,48
1,105.00,0
2,195.00,23
1,95.00,62
8,375.00,0
1,145.00,106
1,88.00,7
1,144.00,34
1,2000.00,0
1,125.00,0
1,60.00,8
1,46.00,0
2,199.00,20
1,75.00,1
4,3500.00,0
1,85.00,1
2,115.00,71
1,180.00,0
2,159.00,0
1,140.00,25
2,135.00,4
1,64.00,0
3,250.00,8
2,200.00,1
1,50.00,0
4,500.00,4
1,50.00,1
4,330.00,6
2,165.00,49
2,180.00,0
5,1500.00,0
3,400.00,3
1,90.00,5
4,375.00,1
1,1450.00,1
6,1200.00,0
2,126.00,61
2,250.00,0
2,100.00,9
3,360.00,35
3,230.00,0
1,165.00,8
2,279.00,40
1,68.00,141
1,40.00,0
1,96.00,4
1,72.00,2
1,55.00,20
2,325.00,22
3,195.00,26
3,220.00,1
1,75.00,21
2,45.00,45
1,129.00,197
1,130.00,66
1,50.00,35
1,72.00,2
2,75.00,43
1,125.00,97
1,225.00,0
2,175.00,0
1,115.00,3
1,91.00,146
2,175.00,2
2,329.00,1
1,100.00,0
3,500.00,0
3,169.00,3
1,129.00,15
1,149.00,115
1,225.00,0
2,83.00,0
1,149.00,6
2,155.00,14
1,70.00,0
1,58.00,66
1,67.00,2
1,200.00,0
1,200.00,0
1,70.00,11
1,69.00,1
2,260.00,1
2,65.00,10
1,50.00,1
1,201.00,0
1,85.00,5
,50.00,1
1,49.00,0
1,70.00,28
1,55.00,0
1,55.00,6
1,55.00,0
1,100.00,0
1,58.00,4
1,58.00,1
1,60.00,2
1,85.00,2
2,110.00,1
1,85.00,4
1,78.00,4
1,200.00,1
1,68.00,0
4,225.00,14
1,155.00,25
1,105.00,0
3,520.00,3
1,80.00,1
2,225.00,3
1,245.00,0
2,350.00,0
1,145.00,17
1,99.00,13
5,200.00,20
1,297.00,1
3,320.00,27
1,150.00,2
2,129.00,56
1,90.00,0
1,177.00,0
2,139.00,0
1,80.00,0
5,475.00,1
2,125.00,176
1,55.00,0
2,150.00,56
1,120.00,111
2,120.00,87
4,315.00,0
1,230.00,3
1,138.00,2
5,175.00,3
1,129.00,6
1,120.00,3
1,80.00,4
2,195.00,68
1,130.00,1
1,70.00,48
2,175.00,4
1,62.00,0
1,92.00,0
2,105.00,48
1,150.00,0
4,250.00,2
1,69.00,30
3,229.00,0
2,190.00,8
2,975.00,0
1,139.00,5
1,120.00,74
1,60.00,1
1,200.00,0
1,105.00,102
2,150.00,0
1,79.00,262
1,125.00,3
1,60.00,6
,178.00,1
1,140.00,18
1,110.00,133
2,100.00,0
2,150.00,14
1,100.00,165
1,88.00,0
1,100.00,61
1,100.00,3
4,390.00,87
1,120.00,12
1,100.00,4
1,150.00,0
1,40.00,0
2,92.00,45
1,65.00,0
2,190.00,0
8,4000.00,0
1,75.00,5
2,160.00,6
2,195.00,8
1,150.00,0
1,150.00,17
1,47.00,0
1,250.00,2
1,75.00,3
5,350.00,2
2,175.00,7
1,140.00,5
1,85.00,23
2,170.00,1
3,250.00,26
4,299.00,4
1,150.00,83
2,350.00,14
2,195.00,17
3,79.00,134
3,169.00,84
1,59.00,362
3,195.00,142
2,100.00,1
1,149.00,121
1,99.00,50
4,198.00,85
1,67.00,0
1,109.00,5
1,150.00,97
,399.00,0
1,99.00,18
1,100.00,60
1,115.00,59
4,199.00,39
3,179.00,3
2,275.00,152
1,80.00,12
2,200.00,0
1,98.00,0
1,185.00,61
2,233.00,68
1,95.00,69
7,800.00,1
4,229.00,31
1,79.00,27
2,150.00,91
2,150.00,1
1,101.00,0
2,109.00,3
6,359.00,5
2,120.00,9
1,100.00,55
2,174.00,3
1,99.00,186
1,100.00,1
6,308.00,11
4,375.00,25
1,200.00,0
4,300.00,0
1,164.00,45
4,375.00,2
1,70.00,0
1,65.00,2
2,125.00,108
2,120.00,11
2,165.00,22
1,159.00,4
4,145.00,11
4,900.00,0
2,205.00,8
3,159.00,53
1,60.00,0
4,1100.00,0
3,145.00,57
5,150.00,14
4,200.00,8
2,154.00,151
2,120.00,64
1,99.00,3
2,125.00,2
2,200.00,17
2,99.00,2
1,90.00,0
1,70.00,7
2,136.00,28
1,1060.00,3
1,129.00,125
1,139.00,9
2,120.00,22
10,700.00,0
1,97.00,0
1,65.00,2
1,135.00,84
2,169.00,22
2,275.00,6
1,98.00,0
1,150.00,14
1,48.00,0
5,390.00,1
4,306.00,25
1,125.00,137
1,83.00,116
2,175.00,18
5,200.00,0
1,89.00,31
1,69.00,423
2,125.00,128
2,700.00,0
2,150.00,11
1,90.00,0
3,371.00,7
1,300.00,11
2,65.00,4
1,85.00,10
1,100.00,92
1,119.00,6
1,101.00,21
5,182.00,189
2,165.00,17
1,109.00,125
4,185.00,11
2,105.00,122
1,180.00,0
1,99.00,12
5,250.00,71
1,74.00,14
8,350.00,15
1,115.00,17
1,109.00,32
1,80.00,0
3,99.00,0
3,147.00,31
1,95.00,155
1,29.00,0
4,160.00,0
1,59.00,147
2,70.00,51
1,109.00,56
1,85.00,6
1,49.00,143
2,75.00,3
4,315.00,16
2,88.00,48
1,109.00,13
1,109.00,9
2,76.00,1
2,80.00,9
1,59.00,19
2,49.00,113
1,117.00,53
4,290.00,16
1,90.00,5
3,240.00,1
1,45.00,21
2,120.00,4
1,59.00,82
2,109.00,76
3,215.00,0
4,299.00,5
1,100.00,3
2,120.00,130
1,70.00,0
1,45.00,38
2,85.00,16
1,43.00,16
1,110.00,47
2,110.00,77
1,98.00,88
1,80.00,34
3,195.00,7
2,39.00,29
4,315.00,0
1,65.00,1
1,46.00,4
1,96.00,66
2,100.00,92
1,100.00,1
2,185.00,3
1,72.00,3
1,43.00,17
3,325.00,21
1,89.00,42
4,139.00,174
2,240.00,25
1,125.00,9
2,176.00,46
1,59.00,68
1,63.00,64
2,99.00,1
1,43.00,45
1,43.00,24
1,46.00,37
1,75.00,41
3,104.00,128
1,125.00,2
1,110.00,15
1,85.00,2
1,76.00,15
3,200.00,0
2,95.00,27
1,50.00,10
1,100.00,0
1,69.00,85
1,49.00,17
2,80.00,1
1,75.00,1
2,120.00,1
3,2000.00,0
1,52.00,10
1,72.00,13
1,125.00,0
3,148.00,89
6,350.00,0
1,115.00,164
2,183.00,45
2,135.00,33
1,45.00,0
3,200.00,7
4,200.00,8
1,120.00,146
1,139.00,9
1,79.00,11
1,62.00,31
2,175.00,1
1,85.00,1
1,200.00,0
1,49.00,0
1,40.00,38
2,185.00,87
2,315.00,10
1,40.00,7
1,45.00,27
1,100.00,23
3,275.00,65
1,250.00,0
1,79.00,0
1,195.00,0
1,60.00,10
1,44.00,30
1,46.00,5
4,170.00,1
1,43.00,14
1,76.00,19
1,100.00,0
2,149.00,37
1,60.00,9
1,45.00,11
1,69.00,70
5,200.00,36
3,103.00,2
4,120.00,112
1,275.00,0
1,125.00,131
1,100.00,0
1,90.00,11
1,95.00,7
1,43.00,18
3,249.00,1
1,60.00,20
1,59.00,1
2,175.00,5
2,43.00,14
5,345.00,47
1,100.00,24
1,59.00,108
2,100.00,18
1,65.00,3
1,58.00,4
2,300.00,2
1,65.00,2
1,40.00,3
1,135.00,5
4,1785.00,0
1,65.00,40
1,80.00,20
1,180.00,1
2,120.00,51
2,100.00,4
1,85.00,7
2,107.00,9
1,50.00,27
1,100.00,0
4,200.00,1
5,299.00,40
1,61.00,23
1,70.00,3
1,43.00,31
1,80.00,19
1,89.00,27
4,276.00,41
1,95.00,31
3,100.00,43
1,63.00,28
1,89.00,3
1,99.00,0
1,150.00,0
1,70.00,0
2,150.00,1
3,206.00,2
1,115.00,49
4,595.00,0
1,39.00,50
1,89.00,2
3,110.00,0
1,8000.00,21
1,120.00,9
4,29.00,13
1,99.00,14
1,69.00,6
1,120.00,0
1,185.00,11
2,150.00,22
1,55.00,0
3,210.00,80
4,29.00,11
2,120.00,73
2,140.00,32
4,34.00,7
1,188.00,2
1,150.00,22
1,175.00,0
1,85.00,53
1,120.00,0
1,81.00,0
1,70.00,0
1,211.00,32
3,188.00,15
2,179.00,30
4,499.00,48
2,220.00,3
1,95.00,1
1,89.00,16
1,79.00,23
1,80.00,0
1,70.00,12
2,99.00,7
3,800.00,0
2,135.00,124
1,135.00,23
3,379.00,5
2,139.00,117
5,430.00,14
2,350.00,7
2,80.00,2
1,85.00,5
1,90.00,10
1,65.00,14
3,250.00,1
1,89.00,1
1,83.00,29
2,189.00,130
2,140.00,9
3,160.00,5
1,100.00,34
2,155.00,13
2,280.00,0
1,100.00,0
1,89.00,11
1,99.00,58
2,89.00,13
1,99.00,0
1,99.00,6
1,175.00,0
2,125.00,54
1,95.00,39
1,80.00,13
1,50.00,97
1,125.00,1
2,49.00,133
2,230.00,167
3,695.00,0
3,250.00,31
1,89.00,16
1,57.00,1
3,184.00,6
4,320.00,4
3,200.00,3
1,84.00,22
2,49.00,8
1,120.00,21
2,189.00,30
1,115.00,4
3,283.00,1
2,154.00,41
1,75.00,8
1,104.00,79
2,150.00,289
4,29.00,9
1,150.00,5
5,399.00,63
3,179.00,8
1,183.00,91
1,135.00,3
1,125.00,45
1,125.00,16
6,225.00,69
2,135.00,18
1,100.00,12
2,160.00,1
6,399.00,3
3,325.00,0
1,65.00,1
4,450.00,0
3,250.00,6
1,69.00,0
2,110.00,5
4,349.00,39
4,29.00,11
4,29.00,12
2,179.00,10
1,118.00,0
3,1450.00,0
2,53.00,104
1,30.00,0
1,150.00,2
1,89.00,209
1,75.00,4
1,75.00,0
2,150.00,0
1,179.00,48
3,142.00,8
1,55.00,0
1,70.00,8
4,980.00,2
1,67.00,0
1,70.00,5
1,109.00,6
1,125.00,25
1,199.00,7
1,45.00,74
1,169.00,47
1,59.00,12
1,45.00,196
2,399.00,24
1,99.00,15
2,140.00,8
1,134.00,1
1,45.00,93
1,109.00,21
2,675.00,2
2,129.00,25
1,150.00,57
3,825.00,4
2,328.00,12
1,950.00,0
2,550.00,11
16,300.00,1
1,45.00,122
1,325.00,47
1,110.00,0
1,250.00,0
3,825.00,1
1,300.00,1
1,299.00,0
2,899.00,1
1,180.00,9
2,250.00,2
2,147.00,6
1,135.00,10
1,190.00,5
1,100.00,0
2,92.00,8
1,64.00,0
1,159.00,16
1,400.00,27
1,60.00,0
1,45.00,19
1,120.00,8
1,45.00,12
1,150.00,3
2,202.00,0
1,115.00,0
1,115.00,66
1,45.00,12
2,190.00,30
1,115.00,15
1,45.00,10
1,180.00,0
2,130.00,45
2,110.00,24
2,1200.00,2
1,59.00,6
3,150.00,32
1,169.00,152
1,588.00,0
2,230.00,0
1,130.00,15
1,200.00,0
2,149.00,57
3,1250.00,1
3,1250.00,0
1,200.00,9
4,300.00,0
1,300.00,1
1,175.00,22
1,147.00,2
2,178.00,1
2,399.00,0
1,130.00,10
2,340.00,0
1,85.00,11
1,109.00,46
1,190.00,4
2,250.00,2
1,180.00,23
1,200.00,0
1,300.00,5
1,237.00,6
1,45.00,18
1,180.00,7
1,109.00,14
1,225.00,4
1,220.00,1
1,95.00,2
1,75.00,104
3,350.00,58
1,109.00,35
1,138.00,5
1,550.00,0
2,1200.00,0
2,600.00,5
2,149.00,56
2,369.00,12
1,45.00,190
2,1100.00,0
2,298.00,4
2,600.00,0
1,100.00,0
1,419.00,0
4,1500.00,0
2,350.00,0
5,299.00,26
1,250.00,18
1,300.00,15
2,179.00,6
1,114.00,0
2,195.00,12
1,41.00,0
1,115.00,0
1,45.00,185
1,699.00,1
1,45.00,213
1,450.00,1
1,149.00,7
2,600.00,0
1,249.00,0
1,159.00,0
1,350.00,2
1,10.00,0
1,300.00,0
2,139.00,9
1,200.00,21
1,175.00,3
1,282.00,2
1,99.00,48
1,225.00,1
1,200.00,35
1,34.00,0
1,105.00,63
1,350.00,2
1,500.00,5
1,45.00,76
1,45.00,75
1,98.00,86
1,75.00,3
1,90.00,6
1,91.00,1
1,79.00,34
1,51.00,31
1,66.00,43
2,160.00,10
1,60.00,15
3,182.00,37
1,80.00,43
2,148.00,6
1,150.00,3
1,79.00,3
1,57.00,8
1,82.00,8
1,80.00,18
3,125.00,22
2,200.00,7
1,70.00,127
3,220.00,26
1,60.00,25
1,100.00,83
1,45.00,4
1,88.00,32
5,39.00,10
1,75.00,5
1,85.00,42
1,94.00,82
3,98.00,16
1,80.00,0
1,125.00,0
1,150.00,43
1,100.00,89
1,80.00,2
1,60.00,3
2,180.00,5
1,100.00,47
2,124.00,146
2,165.00,24
2,240.00,0
4,369.00,15
1,60.00,1
2,240.00,0
1,34.00,0
2,159.00,1
2,120.00,7
1,149.00,0
4,158.00,58
3,133.00,3
1,108.00,13
1,80.00,0
1,65.00,66
8,240.00,4
1,70.00,25
3,289.00,24
5,39.00,9
1,69.00,5
1,120.00,140
1,125.00,169
2,110.00,34
5,320.00,29
1,120.00,87
1,40.00,3
1,700.00,0
1,149.00,51
3,149.00,35
5,595.00,0
1,185.00,41
2,119.00,8
1,115.00,18
2,75.00,0
2,70.00,21
2,45.00,15
1,120.00,0
1,60.00,62
1,75.00,43
1,125.00,9
1,82.00,7
2,60.00,40
3,250.00,18
1,88.00,17
1,120.00,0
1,70.00,135
1,500.00,0
3,139.00,4
2,200.00,0
2,99.00,0
3,299.00,3
2,130.00,166
1,68.00,26
2,131.00,64
1,85.00,54
1,70.00,102
3,170.00,1
1,75.00,88
1,199.00,0
5,350.00,89
4,145.00,5
8,689.00,10
1,80.00,2
3,239.00,0
1,50.00,0
1,70.00,0
1,189.00,2
2,400.00,1
1,800.00,0
1,115.00,9
1,50.00,31
1,52.00,6
1,105.00,2
1,180.00,34
2,230.00,4
1,80.00,7
1,800.00,0
1,62.00,0
1,50.00,1
2,58.00,0
1,166.00,1
2,650.00,1
2,165.00,119
1,49.00,3
1,80.00,48
1,129.00,87
3,300.00,40
1,175.00,4
1,90.00,19
1,100.00,4
1,75.00,55
3,250.00,32
1,300.00,4
1,120.00,0
1,165.00,78
2,350.00,14
4,249.00,40
1,140.00,130
2,250.00,1
1,150.00,1
2,175.00,24
1,185.00,140
1,110.00,43
2,290.00,9
1,249.00,9
1,220.00,32
1,75.00,0
1,525.00,10
1,140.00,91
4,850.00,37
1,65.00,0
2,425.00,1
2,125.00,29
1,250.00,9
2,120.00,2
3,309.00,2
3,500.00,0
2,185.00,25
3,199.00,336
2,90.00,2
1,131.00,38
1,90.00,0
1,97.00,63
1,110.00,0
2,250.00,5
3,319.00,124
1,61.00,6
1,88.00,0
1,160.00,19
1,125.00,1
3,165.00,55
2,234.00,14
2,225.00,6
3,165.00,19
5,320.00,3
1,70.00,0
2,600.00,0
1,195.00,12
1,145.00,10
1,195.00,2
1,200.00,0
1,91.00,39
1,2500.00,0
1,200.00,40
1,120.00,20
4,400.00,6
2,175.00,4
2,295.00,15
1,150.00,25
1,65.00,4
1,200.00,23
2,100.00,394
1,75.00,44
1,95.00,101
1,140.00,221
1,185.00,35
1,100.00,1
2,165.00,13
1,250.00,8
1,62.00,2
1,100.00,0
1,77.00,3
1,210.00,22
1,65.00,4
1,136.00,1
1,250.00,1
1,265.00,23
1,85.00,79
3,299.00,1
2,199.00,67
1,110.00,1
4,185.00,8
1,70.00,30
1,50.00,0
4,350.00,0
1,135.00,74
1,200.00,77
1,245.00,11
1,326.00,28
1,160.00,2
3,90.00,6
1,161.00,3
1,160.00,22
1,115.00,6
1,57.00,0
1,170.00,71
4,790.00,0
2,170.00,13
4,1500.00,0
1,150.00,13
1,75.00,0
1,135.00,6
3,170.00,133
1,99.00,2
1,102.00,1
1,100.00,0
1,145.00,3
2,140.00,54
2,253.00,2
1,100.00,5
1,139.00,3
1,52.00,9
4,310.00,175
1,100.00,0
1,95.00,42
1,160.00,4
2,425.00,0
1,95.00,46
3,1000.00,0
1,150.00,5
1,72.00,0
1,295.00,26
1,99.00,22
1,79.00,3
2,170.00,3
1,130.00,3
1,65.00,2
2,349.00,22
1,75.00,76
1,33.00,59
2,180.00,58
1,155.00,17
1,250.00,1
2,250.00,0
1,100.00,0
1,55.00,55
2,136.00,0
1,85.00,62
1,90.00,2
1,250.00,0
2,150.00,41
3,310.00,6
1,55.00,79
1,175.00,2
1,55.00,62
2,270.00,70
1,250.00,6
1,100.00,0
1,250.00,19
1,84.00,77
4,320.00,6
1,250.00,0
1,125.00,6
1,99.00,1
1,100.00,32
1,185.00,6
3,199.00,44
1,100.00,1
2,349.00,25
2,195.00,7
2,130.00,42
2,175.00,33
3,335.00,93
2,500.00,9
1,175.00,73
1,125.00,12
2,113.00,8
1,200.00,3
1,20.00,0
1,100.00,0
1,80.00,1
2,315.00,74
4,415.00,19
1,174.00,196
1,89.00,70
1,80.00,13
1,250.00,0
2,65.00,15
1,70.00,6
3,225.00,4
1,180.00,5
1,115.00,129
3,395.00,13
1,60.00,2
1,60.00,5
1,80.00,4
1,120.00,3
2,250.00,0
2,300.00,0
1,90.00,6
4,400.00,23
4,326.00,31
1,95.00,30
2,200.00,0
1,110.00,9
1,160.00,36
1,200.00,9
2,390.00,28
1,75.00,41
1,149.00,1
1,50.00,14
1,440.00,0
1,95.00,3
1,160.00,40
1,103.00,70
2,82.00,48
1,120.00,27
3,108.00,13
1,180.00,19
1,85.00,21
1,149.00,22
1,100.00,0
3,750.00,11
1,149.00,216
2,215.00,69
1,84.00,109
1,67.00,1
3,350.00,7
1,133.00,31
2,250.00,6
4,450.00,9
1,199.00,2
1,85.00,1
1,97.00,1
4,250.00,0
2,170.00,0
1,170.00,13
3,1500.00,0
4,450.00,23
1,210.00,0
1,80.00,1
1,75.00,9
1,130.00,3
2,114.00,6
1,149.00,5
1,115.00,50
1,109.00,4
1,87.00,20
4,300.00,43
3,250.00,144
2,250.00,1
2,245.00,18
2,179.00,115
1,150.00,15
1,120.00,31
1,100.00,67
1,60.00,6
1,140.00,30
2,295.00,0
2,285.00,3
1,75.00,5
3,250.00,2
1,120.00,94
1,125.00,81
1,100.00,0
